"nome","catalog_entry_key","canonical_id","categoria","subcategoria","musculos_grupos","equipamentos","locais","descricao_curta","descricao_longa","passos_execucao","respiracao","erros_comuns","seguranca_cuidados","regressao","progressao","quando_evitar","quando_adaptar","origem_conteudo","nivel_template","rotas_ok","rotas_com_fallback","rotas_vazias","estado_final_qualidade"
"Gémeos na parede com joelho estendido","gemeos_na_parede_com_joelho_estendido__elasticidade","gemeos_na_parede_com_joelho_estendido","elasticidade","elasticidade","Alongamentos","parede","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Gémeos na parede com joelho ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Gémeos na parede com joelho estendido. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens parede antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Gémeos na parede com joelho estendido.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Calcanhar no chão. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Gémeos na parede com joelho estendido com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Gémeos com apoio em degrau baixo","gemeos_com_apoio_em_degrau_baixo__elasticidade","gemeos_com_apoio_em_degrau_baixo","elasticidade","elasticidade","Alongamentos","degrau","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Gémeos com apoio em degrau b...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Gémeos com apoio em degrau baixo. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens degrau antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Gémeos com apoio em degrau baixo.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não deixar calcanhar cair de forma agressiva. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Gémeos com apoio em degrau baixo com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Sóleo na parede com joelho fletido","soleo_na_parede_com_joelho_fletido__elasticidade","soleo_na_parede_com_joelho_fletido","elasticidade","elasticidade","Alongamentos","parede","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Sóleo na parede com joelho f...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Sóleo na parede com joelho fletido. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens parede antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Sóleo na parede com joelho fletido.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Joelho dobrado e calcanhar no chão. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Sóleo na parede com joelho fletido com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Alongamento de gémeos em degrau","alongamento_de_gemeos_em_degrau__elasticidade","alongamento_de_gemeos_em_degrau","elasticidade","elasticidade","Alongamentos","degrau","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Alongamento de gémeos em deg...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Alongamento de gémeos em degrau. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens degrau antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Alongamento de gémeos em degrau.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Amplitude progressiva. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Alongamento de gémeos em degrau com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Rocking dinâmico de tornozelo e gémeos","rocking_dinamico_de_tornozelo_e_gemeos__elasticidade","rocking_dinamico_de_tornozelo_e_gemeos","elasticidade","elasticidade","Alongamentos","Peso corporal","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Rocking dinâmico de tornozel...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Rocking dinâmico de tornozelo e gémeos. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens Peso corporal antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Rocking dinâmico de tornozelo e gémeos.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Mantem os apoios firmes, distribui o peso com controlo e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não fazer ressalto agressivo. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Rocking dinâmico de tornozelo e gémeos com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Alongamento leve do Aquiles","alongamento_leve_do_aquiles__elasticidade","alongamento_leve_do_aquiles","elasticidade","elasticidade","Alongamentos","parede","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Alongamento leve do Aquiles....","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Alongamento leve do Aquiles. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens parede antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Alongamento leve do Aquiles.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Sem dor no tendão. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Alongamento leve do Aquiles com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Cooldown de gémeos pós-corrida","cooldown_de_gemeos_pos_corrida__elasticidade","cooldown_de_gemeos_pos_corrida","elasticidade","elasticidade","Alongamentos","parede ou degrau","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Cooldown de gémeos pós-corri...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Gémeos, sóleo e Aquiles, com orientacao pratica em Gémeos, sóleo e Aquiles Cooldown de gémeos pós-corrida. Usa ritmo controlado para perceber onde sentes esforco util sem dor nem compensacoes.","1. Escolhe um local seguro para alongamentos e confirma que tens parede ou degrau antes de comecar.
2. Organiza gemeos soleo e aquiles e confirma que percebes o foco: Gémeos, sóleo e Aquiles Cooldown de gémeos pós-corrida.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Gémeos, sóleo e Aquiles.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Respiração calma e baixa intensidade. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Cooldown de gémeos pós-corrida com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","bom_gerado_por_regras","1","0","0","B_BOM_GERADO_POR_REGRAS"
"Tibial anterior ajoelhado","tibial_anterior_ajoelhado__elasticidade","tibial_anterior_ajoelhado","elasticidade","elasticidade","Tornozelos","tapete opcional","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Tibial anterior ajoelhado. Usa ritmo controlado para perceber onde sentes esforco util sem...","1. Escolhe um local seguro para tornozelos e confirma que tens tapete opcional antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Tibial anterior ajoelhado.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Evitar compressão dolorosa no tornozelo. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Tibial anterior ajoelhado com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Peito do pé sentado sobre os pés","peito_do_pe_sentado_sobre_os_pes__elasticidade","peito_do_pe_sentado_sobre_os_pes","elasticidade","elasticidade","Tornozelos","tapete opcional","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Peito do pé sentado sobre os pés. Usa ritmo controlado para perceber onde sentes esforco ut...","1. Escolhe um local seguro para tornozelos e confirma que tens tapete opcional antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Peito do pé sentado sobre os pés.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Usar apoio se for intenso. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Peito do pé sentado sobre os pés com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Peito do pé em pé com apoio","peito_do_pe_em_pe_com_apoio__elasticidade","peito_do_pe_em_pe_com_apoio","elasticidade","elasticidade","Tornozelos","apoio opcional","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Peito do pé em pé com apoio. Usa ritmo controlado para perceber onde sentes esforco util se...","1. Escolhe um local seguro para tornozelos e confirma que tens apoio opcional antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Peito do pé em pé com apoio.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Pouca esforco. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Peito do pé em pé com apoio com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Alongamento dos extensores dos dedos do pé","alongamento_dos_extensores_dos_dedos_do_pe__elasticidade","alongamento_dos_extensores_dos_dedos_do_pe","elasticidade","elasticidade","Tornozelos","Peso corporal","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Alongamento dos extensores dos dedos do pé. Usa ritmo controlado para perceber onde sentes...","1. Escolhe um local seguro para tornozelos e confirma que tens Peso corporal antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Alongamento dos extensores dos dedos do pé.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Mantem os apoios firmes, distribui o peso com controlo e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Dedos sensíveis. Suavidade. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Alongamento dos extensores dos dedos do pé com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Cooldown leve da canela pós-corrida","cooldown_leve_da_canela_pos_corrida__elasticidade","cooldown_leve_da_canela_pos_corrida","elasticidade","elasticidade","Tornozelos","Peso corporal","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Cooldown leve da canela pós-corrida. Usa ritmo controlado para perceber onde sentes esforco...","1. Escolhe um local seguro para tornozelos e confirma que tens Peso corporal antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Cooldown leve da canela pós-corrida.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Mantem os apoios firmes, distribui o peso com controlo e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não pressionar zona dorida. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Cooldown leve da canela pós-corrida com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
"Peito do pé para pontapés","peito_do_pe_para_pontapes__elasticidade","peito_do_pe_para_pontapes","elasticidade","elasticidade","Tornozelos","tapete opcional","Casa ou ginasio conforme equipamento","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito ...","Exercicio para ganhar tolerancia progressiva numa posicao alongada. O foco e Tibial anterior, tornozelo e peito do pé, com orientacao pratica em Tibial anterior, tornozelo e peito do pé Peito do pé para pontapés. Usa ritmo controlado para perceber onde sentes esforco util sem...","1. Escolhe um local seguro para tornozelos e confirma que tens tapete opcional antes de comecar.
2. Organiza tibial anterior tornozelo e peito do pe e confirma que percebes o foco: Tibial anterior, tornozelo e peito do pé Peito do pé para pontapés.
3. Leva o corpo ou a articulacao pelo caminho mais simples, com amplitude confortavel e respiracao continua.
4. Confirma o equipamento, segura-o com controlo quando existir e respira sem prender o ar.
5. Regressa a posicao inicial com controlo e faz uma pausa curta se a tecnica piorar.
6. Termina a serie com boa postura e reduz volume se houver fadiga, dor aguda ou perda de equilibrio.","Respira de forma continua; expira nos momentos de maior esforco e volta a um ritmo calmo se ficares ofegante.","Acelerar antes de controlar Tibial anterior, tornozelo e peito do pé.
Procurar amplitude ou intensidade maxima cedo demais.
Ignorar dor, tontura ou perda de postura.","Não forçar se houver dor no tornozelo. Para, interrompe ou abranda se houver dor aguda, tontura, formigueiro, falta de ar anormal, instabilidade ou perda de controlo.","Reduz amplitude, velocidade, duracao ou complexidade ate conseguires repetir Peito do pé para pontapés com controlo.","Aumenta apenas uma variavel de cada vez: duracao, amplitude, complexidade tecnica ou resistencia.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","Evita ou adapta quando houver dor aguda, tontura, instabilidade ou quando o local/equipamento necessario nao estiver disponivel.","catalogo_canonico_gerado_por_regras","especializado","1","0","0","A_ESPECIALIZADO_CONCRETO"
